62861,0,1.6,34,412.7,700.1,10.1,97.1,27,2,35.8,0.105,5.6,270
62961,0,1.56,34.8,488.9,546.5,10.2,97.2,25,5,36.3,0.11,5.6,270
63061,0,1.8,34.3,451.3,748.9,11.4,97.2,20,1,36.7,0.134,5.8,270
70161,0,1.73,34.3,440.6,699.7,10.7,97.1,22,3,35.8,0.098,5.1,280
70261,0.53,1.25,32.1,396,587.9,8.3,97.1,32,7,34.4,0.106,5.4,180
70361,0.03,0.82,27,381.6,557.7,6.1,97.4,60,8,28.8,0.125,5,140
70461,0,1.3,30.1,330.4,752.2,8.7,97.4,36,0,32.7,0.047,3.5,110
70561,0,1.6,31.4,369,745.5,9.9,97.3,20,1,33.3,0.047,4.1,320
70661,0,1.57,31.7,338.8,731.5,9.5,97.3,17,2,34,0.142,4.4,320
70761,0,1.24,32.6,233.8,606.6,7.5,97.2,20,4,35,0.098,3.7,280
70861,0,1.61,36,295.6,736.6,9.7,97.1,20,0,38.9,0.14,3.1,150
70961,0,1.66,35.8,351.8,730.6,10.1,97.2,24,0,37.6,0.102,4.9,270
71061,0,1.68,35.8,397.8,717.4,10.3,97,25,1,38.4,0.134,4.5,160
71161,0,1.81,36.6,462,717.1,11.6,96.6,23,0,39,0.186,6.3,270
71261,0,1.57,35.3,347.2,707.7,9.5,96.8,27,0,36.8,0.201,2.9,0
71361,0,1.56,34.9,350.4,692.9,9.5,97.1,25,0,36.5,0.28,4.4,280
71461,0,1.8,35.8,478.7,710,11.2,97,24,1,37.6,0.182,5.5,270
71561,0,1.76,35.3,500.5,710.5,11.3,97.1,27,0,37.4,0.175,5.6,270
71661,0,1.65,35.2,424.8,715.3,10.4,97.1,29,0,37.2,0.18,4,290
71761,0,1.7,34.8,515.4,696,10.8,97.4,30,1,36.3,0.166,5.4,280
71861,0,1.64,34.9,482.4,684.4,10.4,97.3,33,3,36,0.083,6.6,270
71961,0,1.75,36,465.7,716.1,11.4,96.9,26,1,38.7,0.129,5.1,290
72061,0,1.65,34.3,474.5,703.8,10.5,96.9,30,0,36.1,0.178,5.3,250
72161,0,1.52,33.9,376,706.1,9.4,96.7,29,0,35.3,0.178,3.5,0
72261,0,1.2,31.2,402.9,632,7.9,97,45,3,32.7,0.334,3.5,250
72361,0,1.27,30.9,434.5,666.6,8.6,97.2,41,2,33.1,0.291,5.7,290
72461,0,1.32,32.2,419.7,625.8,8.6,97.1,39,4,33.7,0.239,6,290
72561,0,1.44,33.5,348.1,709.1,9,97,33,0,35.4,0.178,4.3,290
72661,0,1.49,35.1,391.8,637.4,9.5,97.2,29,3,37.1,0.207,5.5,305
72761,0,1.43,34.2,383.4,641.4,9.1,97.4,32,5,36,0.101,4,0
72861,0.36,1.4,32.2,492.2,658.7,9.2,97.2,35,2,35.4,0.271,5,280
72961,0,1.09,29.4,396.4,650.3,7.5,97.3,51,3,30.9,0.186,4.7,270
73061,0.1,0.85,29.6,355.5,468.3,5.7,97.4,55,7,30.4,0.123,3.5,0
73161,0,1.01,30.8,301.2,543.5,6.6,97.4,43,5,32.3,0.167,3.6,250
80161,0,1.28,33.5,253.8,672.3,8.1,97.1,32,2,35.5,0.198,3.3,290
80261,0,1.31,33.2,385.7,591.6,8.4,97.4,34,3,34.6,0.272,4.2,290
80361,0.05,1.15,31.9,376,567.8,7.8,97.4,35,4,34.4,0.242,3.5,140
80461,0,0.93,28.9,318.8,580.8,6.8,97.8,52,4,30.6,0.322,3.1,80
80561,0,1.2,31.9,291.4,670.9,8.2,97.7,40,0,34.1,0.208,4,270
80661,0,1.44,34.5,422.9,568,9.5,97.3,25,6,37.1,0.109,3.7,250
80761,0,1.44,34.2,362.5,644.3,9.4,97.2,28,2,36.4,0.284,4.6,270
80861,0.71,1.57,34.7,434.1,664.3,10.1,97,27,1,37.3,0.221,6.4,270
80961,0,1.35,32.2,443.4,631.9,8.9,97.2,38,1,33.5,0.266,5.5,270
81061,0,1.02,32,269.1,511.8,6.5,97.5,40,4,33,0.23,2.4,70
81161,0.05,1.29,32.1,373.2,654.6,8.3,97.5,38,2,34,0.213,3.7,270
81261,0,1.39,33.6,358.3,648,8.7,97.5,31,0,36,0.268,4.4,160
81361,0,1.45,33.5,383.4,661.7,9.2,97.3,30,1,35.4,0.13,3.8,305
81461,0.61,1.11,30.3,424.3,541.6,7.5,97.2,39,6,32.7,0.081,4.7,125
81561,0.23,0.48,25.2,271.4,408.3,3.7,97.6,71,8,26.2,0.116,2.8,140
81661,0,0.88,29.2,247.3,591.2,6,97.5,51,3,30.7,0.225,2.5,230
81761,0,1.1,31.8,317.4,596.6,7.3,97.3,42,2,33.7,0.099,2.9,140
81861,0.03,1.18,31.3,474.1,526.5,7.8,97.5,38,4,33.8,0.267,4.1,180
81961,0.25,1.06,30.5,363.9,619.7,7.5,97.8,48,2,32.8,0.178,3.4,100
82061,0,1.13,32.6,290.5,628.5,7.5,97.6,41,1,34.7,0.128,4.2,140
82161,0,1.33,34.4,362.5,601.4,8.3,97.2,35,3,36,0.094,4,125
82261,0,1.18,31.1,513.1,525.6,7.9,97.4,41,5,33.3,0.11,7,290
82361,1.04,0.68,27.2,299.8,478.5,4.7,97.6,65,5,28.1,0.059,3.3,215
82461,0,1.02,30.7,295.1,600.2,7,97.5,46,2,32.9,0.199,3.7,230
82561,0,1.2,31.8,350.9,618.1,7.8,97.3,36,0,34.4,0.222,4.5,250
82661,0,1.24,32.1,303.5,637.2,7.9,97.1,28,0,35.5,0.128,3.8,270
82761,0,1.34,32.4,330.9,640.7,8.3,96.9,24,0,36.2,0.128,3.5,90
82861,1.57,1.15,30.7,421.5,511,7.6,97,28,5,34.6,0.093,4.6,290
82961,0.81,0.61,25.9,364.4,485.2,4.7,97.3,66,7,28,0.171,3.8,110
83061,0,0.83,27.4,355.1,537.5,6.1,97.3,51,3,30.2,0.223,3,110
83161,0,0.88,27.8,222.6,611.5,6.1,97.3,46,0,30,0.17,2.5,110
90161,0,1.12,29.5,355.1,609.5,7.3,97.1,37,0,32.2,0.162,4.3,250
90261,0,1.42,30,508.4,617.8,9.2,96.7,28,0,32.4,0.124,6.7,240
90361,0,1.4,26.6,442.9,652.7,8.7,97.4,19,0,28.2,0.042,4,50
90461,0,1.25,26.7,312.3,636.5,7.6,97.4,14,1,30.4,0.061,4.1,60
90561,0,1.16,28.4,271.9,611.1,7.3,97.2,19,0,32.5,0.159,3.3,90
90661,0,1.16,29.7,323.5,594.2,7.3,97,29,0,33.3,0.159,4.2,140
90761,0,1.16,30.9,356,545.1,7.4,96.9,31,2,33.5,0.259,4.6,110
90861,0.51,0.85,28,551.7,367.6,6,96.9,49,8,30.4,0.097,6,125
90961,0,0.76,27.9,341.1,454.3,5.3,97,51,7,30.2,0.1,3.5,20
91061,0,0.66,29.2,230.5,348,4.4,97,45,8,31.2,0.092,2.9,240
91161,0,1.02,29.2,400.6,544.1,6.9,96.7,39,2,32.8,0.185,3.9,150
91261,0,0.97,29.3,274.2,555,6.3,96.7,38,1,31.7,0.182,2.4,240
